name,sub_type_label,sub_type_extra,sub_type,category,line_name,place_id,completion_year,type,city,district,public_type,curriculum_offered,latitude,longitude
Beaconhouse International School - Sri Inai Campus,Primary Secondary Preschool,None,primary,education,None,,None,International School,None,None,None,British Singaporean,3.1217169,101.61503909999999
Sekolah Kebangsaan Lembah Subang,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.1153150000000003,101.58076
Vision College,Tertiary,None,tertiary,education,None,,None,Private College,None,None,None,None,3.106225,101.59973199999999
Sekolah Kebangsaan Damansara Jaya (2),Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.123527,101.616475
Sekolah Menengah Kebangsaan Bandar Utama Damansara (2),Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.139251,101.61086
Sekolah Kebangsaan Damansara Jaya (1),Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.123255,101.616577
Sekolah Menengah Kebangsaan Lembah Subang,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.114712,101.580152
Sekolah Menengah Kebangsaan Damansara Jaya,Secondary,['SM Kebangsaan'],cluster,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.131193,101.61608299999999
Nobel International School,Primary Secondary,None,primary,education,None,,None,International School,None,None,None,Cambridge,3.1058,101.6067
Sekolah Kebangsaan Kelana Jaya (2),Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.105779,101.607784
Sekolah Kebangsaan Kelana Jaya (1),Primary,['Kebangsaan'],cluster,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.105271,101.607623
Sekolah Kebangsaan Bandar Utama Damansara 2,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.1410299999999998,101.614246
Japanese School Kuala Lumpur,Primary Secondary,None,primary,education,None,,None,International School,None,None,None,Japanese,3.109469,101.57856
The children's house - Ara Damansara,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,Montessori,3.1148184,101.574914
Sekolah Menengah Kebangsaan Taman Sea,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.110415,101.616569
Sekolah Menengah Kebangsaan Bandar Utama,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.14299,101.61425
UNITAR International University,Tertiary,None,tertiary,education,None,,None,Private University College,None,None,None,None,3.100319,101.600216
Sekolah Jenis Kebangsaan (Cina) Puay Chai 2,Primary,['Jenis Kebangsaan (C)'],cluster,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.146541,101.610986
UNDO Academy,Tertiary,None,tertiary,education,None,,None,Private College,None,None,None,None,3.151869,101.59535100000001
Joykids International Preschool,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,British,3.151447,101.6028798
Kelana Jaya Medical Centre Sdn Bhd,Hospital,None,hospital,healthcare,None,,None,Private,None,None,None,None,3.1086814,101.5952646
Dataran Prima,LRT,None,lrt,transportation,LRT Bandar Utama-Klang Line,,2020,None,None,None,None,None,3.121734,101.593912
Bu11 @ Tropicana,LRT,None,lrt,transportation,LRT Bandar Utama-Klang Line,,2020,None,None,None,None,None,3.133365,101.606185
Lembah Subang,LRT,None,lrt,transportation,LRT Kelana Jaya Line,,2016,None,None,None,None,None,3.111935,101.591538
Kelana Jaya,LRT,None,lrt,transportation,LRT Kelana Jaya Line,,1998,None,None,None,None,None,3.1128607999999995,101.6050541
Kelana Indah @ Persada Plus,LRT,None,lrt,transportation,LRT Bandar Utama-Klang Line,,2020,None,None,None,None,None,3.1072130000000002,101.59135699999999
Ara Damansara,LRT,None,lrt,transportation,LRT Kelana Jaya Line,,2016,None,None,None,None,None,3.1084560000000003,101.586632
Taman Bahagia,LRT,None,lrt,transportation,LRT Kelana Jaya Line,,1998,None,None,None,None,None,3.11079,101.61285600000001
Kayu Ara @ Damansara Utama,LRT,None,lrt,transportation,LRT Bandar Utama-Klang Line,,2020,None,None,None,None,None,3.135215,101.616997
Surian,MRT,None,mrt,transportation,MRT Sungai Buloh-Kajang Line,,2017,None,None,None,None,None,3.149566,101.593712
Sekolah Jenis Kebangsaan (Cina) Sin Ming,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,2.966116,101.61363100000001
Sekolah Kebangsaan Puchong Utama 2,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,2.9816700000000003,101.613049
Genius Aulad,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,Islamic,2.980702,101.603513
Sekolah Menengah Kebangsaan Puchong Utama (1),Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,2.98387,101.610563
Sekolah Kebangsaan Pulau Meranti,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,2.965492,101.625617
Sekolah Kebangsaan Puchong Utama,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,2.989375,101.611361
Brainy Bunch -  Puchong Utama,Elementary High Kindergarten,None,elementary,education,None,,None,Preschool,None,None,None,Montessori,2.9925,101.6156
Klinik Desa Pulau Meranti,Clinic,None,clinic,healthcare,None,,None,Government,Kajang,Sepang,None,None,2.955172,101.62508000000001
Sekolah Jenis Kebangsaan (Cina) Peng Ming,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,2.906463,101.468166
Sekolah Kebangsaan Telok Panglima Garang,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,2.9061200339999997,101.46879179999999
Sekolah Jenis Kebangsaan (Tamil) Telok Panglima Garang,Primary,['Jenis Kebangsaan (T)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (T)'],None,2.9063630000000003,101.469616
Sekolah Menengah Kebangsaan Telok Panglima Garang,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,2.911681,101.469044
Sekolah Kebangsaan Kampung Medan,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,2.9298510060000003,101.4743953
Sekolah Kebangsaan Sijangkang Jaya,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,2.930527,101.475429
Sekolah Menengah Kebangsaan Sijangkang Jaya,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,2.9319990000000002,101.476084
Klinik Desa Kebun Baru,Clinic,None,clinic,healthcare,None,,None,Government,Banting,Kuala Langat,None,None,2.9122779999999997,101.48788
Klinik Desa Kampung Medan,Clinic,None,clinic,healthcare,None,,None,Government,Telok Panglima Garang,Kuala Langat,None,None,2.932169,101.473825
Kolej Vokasional Shah Alam,Secondary,['Kolej Vokasional'],secondary,education,None,,None,Public School,None,None,['Kolej Vokasional'],None,3.047368,101.554907
Fairview International School - Subang Jaya Campus,Primary Secondary,None,primary,education,None,,None,International School,None,None,None,International Baccalaureate (IB),3.0447153,101.56664079999999
Sekolah Jenis Kebangsaan (Tamil) Ladang Ebor,Primary,['Jenis Kebangsaan (T)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (T)'],None,3.064007,101.558782
Sekolah Menengah Kebangsaan USJ 12,Secondary,['SM Kebangsaan'],cluster,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.044247,101.574337
Sekolah Kebangsaan USJ 12,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.042831,101.57413199999999
Sekolah Menengah Kebangsaan USJ 4,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.054945,101.575702
Sekolah Kebangsaan Seri Selangor,Primary,['Kebangsaan'],cluster,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.05597,101.575827
Sekolah Kebangsaan Seksyen 20,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.055714,101.54074399999999
Sam Bestari,Secondary,['SM agama'],cluster,education,None,,None,Public School,None,None,['SM agama'],None,3.055227,101.580984
Sekolah Kebangsaan SS 19 Subang Jaya,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.066567648,101.57627480000001
Sekolah Menengah Kebangsaan USJ 13,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.037371,101.580663
Sekolah Kebangsaan Hicom,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.026392,101.569715
Sekolah Menengah Kebangsaan Seksyen 19,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.051169,101.533088
Sekolah Jenis Kebangsaan (Cina) Lick Hung,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.0661810000000003,101.57735699999999
Sekolah Kebangsaan Taman Sri Muda 2,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.033976,101.537465
GEMS International School Tropicana Metropark,Primary Secondary Preschool,None,primary,education,None,,None,International School,None,None,None,British,3.074441,101.567603
KPJ Selangor Specialist Hospital,Hospital,None,hospital,healthcare,None,,None,Private,None,None,None,None,3.0573727,101.54077790000001
Batu Tiga,KTM Komuter,None,ktm komuter,transportation,KTM Port Klang Line,,1995,None,None,None,None,None,3.0758919999999996,101.55973900000001
Sekolah Menengah Kebangsaan Bukit Changgang,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,2.822893,101.622263
Sekolah Kebangsaan Bkt Changgang,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,2.8322849999999997,101.627348
Sekolah Kebangsaan Labohan Dagang,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,2.805832,101.613638
Sekolah Kebangsaan Bukit Tadom,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,2.8045459999999998,101.623711
Klinik Desa Labohan Dagang,Clinic,None,clinic,healthcare,None,,None,Government,Banting,Kuala Langat,None,None,2.803613,101.61121800000001
Sekolah Kebangsaan Sri Langat,Primary,['Kebangsaan'],cluster,education,None,,None,Public School,None,None,['Kebangsaan'],None,2.809817,101.49427299999999
Sekolah Jenis Kebangsaan (Cina) Choong Hua,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,2.807774,101.497686
Sekolah Kebangsaan Bandar Banting,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,2.803977,101.502367
Sekolah Menengah Kebangsaan Bandar Banting,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,2.803085,101.50261
Sekolah Jenis Kebangsaan (Cina) Kah Wah,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,2.823741,101.501634
Sekolah Kebangsaan Kanchong Darat,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,2.788408,101.48279000000001
Hospital Banting,Hospital,None,hospital,healthcare,None,,None,Government,Banting,Kuala Langat,None,None,2.803472,101.49389000000001
Klinik Desa Teluk Bunut,Clinic,None,clinic,healthcare,None,,None,Government,Banting,Kuala Langat,None,None,2.822133,101.510133
Sekolah Jenis Kebangsaan (Cina) Tanjong Sepat,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,2.661492,101.557401
Sekolah Menengah Kebangsaan Tanjung Sepat,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,2.656872,101.566474
Sekolah Kebangsaan Tg Sepat,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,2.6741080000000004,101.555495
Sekolah Jenis Kebangsaan (Tamil) Ladang Tumbuk,Primary,['Jenis Kebangsaan (T)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (T)'],None,2.651790385,101.5816089
Sekolah Kebangsaan Taman Universiti,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.005023,101.690202
Sekolah Jenis Kebangsaan (Tamil) F E S Serdang,Primary,['Jenis Kebangsaan (T)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (T)'],None,2.999458,101.701128
Sekolah Kebangsaan Serdang,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,2.998783,101.70073000000001
Brainy Bunch - Taman Puncak Jalil (new),Elementary High Kindergarten,None,elementary,education,None,,None,Preschool,None,None,None,Montessori,3.010574,101.6757214
Alice Smith School - Secondary Campus,Secondary,None,secondary,education,None,,None,International School,None,None,None,British,2.9991079,101.6776437
Putra Business School,Tertiary,None,tertiary,education,None,,None,Private University,None,None,None,None,3.002189,101.70665
Sekolah Jenis Kebangsaan (Cina) Bukit Serdang Seri Kembangan,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.011283,101.672679
Sekolah Jenis Kebangsaan (Cina) Serdang Baru (2),Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.012936,101.70935
Sekolah Jenis Kebangsaan (Cina) Serdang Baru (1),Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.0254529999999997,101.700773
Universiti Putra Malaysia (Upm),Tertiary,['Public University'],tertiary,education,None,,None,Public University,None,None,['Public University'],None,3.021998,101.705541
Brainy Bunch - Equine Park,Elementary High Kindergarten,None,elementary,education,None,,None,Preschool,None,None,None,Montessori,3.0024,101.6719
Sekolah Menengah Kebangsaan Seri Kembangan,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.027883,101.69773599999999
Sekolah Menengah Kebangsaan Bandar Puncak Jalil,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.027138,101.678387
Sekolah Menengah Kebangsaan Seri Serdang,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.006869,101.714203
Brainy Bunch - Sri Serdang,Elementary High Kindergarten,None,elementary,education,None,,None,Preschool,None,None,None,Montessori,3.008343,101.714735
Sekolah Menengah Kebangsaan Seri Indah,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.012343,101.716216
Upm,MRT,None,mrt,transportation,MRT Sungai Buloh-Serdang-Putrajaya Line,,2022,None,None,None,None,None,3.008492,101.705127
Seri Kembangan,MRT,None,mrt,transportation,MRT Sungai Buloh-Serdang-Putrajaya Line,,2022,None,None,None,None,None,3.02203,101.708952
Serdang Raya North,MRT,None,mrt,transportation,MRT Sungai Buloh-Serdang-Putrajaya Line,,2022,None,None,None,None,None,3.0285849999999996,101.70786700000001
Equine Park,MRT,None,mrt,transportation,MRT Sungai Buloh-Serdang-Putrajaya Line,,2022,None,None,None,None,None,2.9895680000000002,101.672336
Sekolah Jenis Kebangsaan (Cina) Jenjarom,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,2.8748270000000002,101.496687
Sekolah Jenis Kebangsaan (Tamil) Jenjarom,Primary,['Jenis Kebangsaan (T)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (T)'],None,2.879709,101.493763
Sekolah Menengah Kebangsaan Jenjarom,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,2.88167,101.506937
Sekolah Kebangsaan Jenjarom,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,2.885869,101.517641
Klinik Desa Kampung Jenjarom,Clinic,None,clinic,healthcare,None,,None,Government,Jenjarom,Kuala Langat,None,None,2.887649,101.515048
Ramsay Sime Darby Healthcare College,Tertiary,None,tertiary,education,None,,None,Private College,None,None,None,None,3.1078799999999998,101.459037
Brainy Bunch -  Setia Alam,Elementary High Kindergarten,None,elementary,education,None,,None,Preschool,None,None,None,Montessori,3.1122679,101.4648727
Peninsula International School Australia,Primary Secondary Preschool,None,primary,education,None,,None,International School,None,None,None,Australian,3.114002,101.45329699999999
Idrissi International School,Primary Secondary Preschool,None,primary,education,None,,None,International School,None,None,None,Cambridge,3.1064336,101.4690047
Sekolah Jenis Kebangsaan (Cina) Pin Hwa (1),Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.114023,101.450963
Odyssey The Global Preschool,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,Reggio Emilia,3.1056436,101.4690867
Sekolah Jenis Kebangsaan (Tamil) Ladang North Hummock,Primary,['Jenis Kebangsaan (T)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (T)'],None,3.104316,101.445674
